Intervalo de Datas: 01/05/2020 00:00:00 a 18/05/2020 23:59:59,,,,,,,,,,,,,,,,,,,
Equipamento: EPTC-4930 - Av. João de Oliveira Remião defronte nro 702 - C/B,,,,,,,,,,,,,,,,,,,
,Descrição,,,,,,,,,,,,,,,,,,
LOM4AP,Faixa 1 esquerda,,,,,,,,,,,,,,,,,,
LOM4BP,Faixa 2 direita,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Total,"7,904.26","9,400.05","6,829.51","14,272.50","14,508.73","15,887.81","15,953.02","16,958.54","12,306.98","8,926.50","14,661.29","14,425.08","15,464.21","16,223.34","16,670.77","11,328.14","6,981.03","15,332.23","234,033.99"
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Equipamento: EPTC-4967 - Av. Nonoai 849 - N/S,,,,,,,,,,,,,,,,,,,
,Descrição,,,,,,,,,,,,,,,,,,
NON1AP,Faixa 1 esquerda,,,,,,,,,,,,,,,,,,
NON1BP,Faixa 2 central,,,,,,,,,,,,,,,,,,
NON1CP,Faixa 3 direita,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,Total
00:00:00 - 00:59:59,122.60,45.82,73.98,24.99,105.63,114.79,26.82,27.66,33.49,89.14,170.94,139.48,119.31,91.13,2.00,143.12,1.00,58.16,"1,390.06"
01:00:00 - 01:59:59,74.32,47.82,25.66,25.66,93.99,80.15,16.99,14.33,16.83,51.64,78.66,89.82,107.32,52.99,8.33,13.97,38.99,14.99,852.46
02:00:00 - 02:59:59,25.32,36.66,20.00,18.33,49.33,45.66,7.33,11.00,12.33,49.82,71.32,49.33,35.83,13.00,5.00,6.83,41.99,8.00,507.08
03:00:00 - 03:59:59,25.66,18.99,16.33,14.33,36.33,15.50,10.00,1.50,6.00,28.49,40.99,34.83,33.16,15.33,2.00,5.00,31.66,11.00,347.10
04:00:00 - 04:59:59,19.33,38.00,10.33,12.66,39.33,13.00,4.33,4.00,8.00,13.16,38.81,47.16,39.66,12.00,2.00,2.00,18.66,7.00,329.43
05:00:00 - 05:59:59,15.83,36.00,20.00,23.00,45.83,21.33,5.00,4.00,11.66,24.33,88.15,104.33,102.83,11.33,5.66,3.00,17.00,11.33,550.61
06:00:00 - 06:59:59,45.97,46.66,26.16,65.65,139.97,25.98,18.33,14.66,12.33,48.66,274.10,246.95,270.61,26.66,15.65,14.33,16.83,35.32,"1,344.82"
07:00:00 - 07:59:59,105.64,123.95,65.47,116.96,261.41,74.62,104.47,108.47,44.98,124.97,476.40,284.41,474.75,71.30,71.46,38.16,40.99,118.27,"2,706.68"
08:00:00 - 08:59:59,324.95,293.27,221.98,471.74,310.10,187.43,147.13,157.61,254.27,438.92,672.60,283.59,477.88,271.44,209.44,145.45,182.65,290.91,"5,341.36"
09:00:00 - 09:59:59,570.77,502.24,426.63,"1,196.99",505.57,493.22,389.40,221.08,906.05,748.42,"1,144.15",365.58,542.39,688.36,535.38,520.72,412.27,"1,063.33","11,232.55"
10:00:00 - 10:59:59,783.55,798.73,599.56,"1,367.23",642.07,561.83,620.31,470.86,"1,275.27","1,373.99","1,329.59",413.86,650.04,859.99,631.04,651.54,739.07,"1,321.93","15,090.46"
11:00:00 - 11:59:59,879.17,"1,102.30",807.04,"1,384.37",717.19,428.70,591.33,935.62,"1,440.29","1,872.11","1,463.50",516.06,715.50,765.67,563.33,728.20,943.71,"1,382.37","17,236.46"
12:00:00 - 12:59:59,862.82,"1,145.27",809.67,"1,373.01",932.73,701.78,848.93,"1,136.23","1,518.97","1,700.06","1,362.91",327.08,767.87,990.44,884.41,"1,219.23",929.52,"1,369.22","18,880.15"
13:00:00 - 13:59:59,880.14,"1,102.74",727.68,"1,365.01",958.93,961.62,"1,201.52","1,543.51","1,408.92","1,073.14","1,436.59",367.39,883.10,"1,282.71","1,389.69","1,307.16",875.19,"1,461.57","20,226.61"
14:00:00 - 14:59:59,938.78,"1,216.42",745.97,"1,559.30",976.92,"1,056.22","1,696.82","1,782.24","1,427.86",940.98,"1,542.77",465.39,932.99,"1,735.16","1,664.41","1,515.98",912.65,"1,655.42","22,766.28"
15:00:00 - 15:59:59,"1,136.06","1,362.41","1,020.64","1,756.06",913.14,"1,251.38","1,859.55","1,947.79","1,721.78","1,201.12","1,766.23",645.35,847.10,"1,808.60","1,966.91","1,650.52","1,151.97","1,813.53","25,820.14"
16:00:00 - 16:59:59,"1,186.79","1,417.09","1,128.16","1,840.06",894.28,"1,435.00","1,669.20","1,872.33","1,761.80","1,514.43","1,990.40",486.96,629.98,"1,876.88","1,798.19","1,658.36","1,306.10","1,932.38","26,398.39"
17:00:00 - 17:59:59,"1,193.95","1,296.29","1,176.14","1,847.91",914.39,884.58,"1,428.33","1,513.31","1,812.46","1,708.45","1,891.21",585.96,542.78,"1,517.89","1,034.38","1,598.11","1,281.64","2,104.38","24,332.16"
18:00:00 - 18:59:59,"1,087.79",906.28,"1,047.52","1,702.00",683.76,432.57,604.59,982.30,"1,485.57","1,705.58","2,102.87",567.27,489.16,438.92,407.71,"1,119.76","1,234.47","1,087.73","18,085.85"
19:00:00 - 19:59:59,666.17,705.12,732.02,"1,177.03",597.18,335.17,67.65,611.48,905.60,"1,506.88","1,436.75",495.01,425.22,499.18,652.69,799.13,826.85,757.94,"13,197.07"
20:00:00 - 20:59:59,413.73,423.91,318.25,695.15,394.66,168.45,43.62,293.72,760.14,952.12,771.85,420.93,345.22,278.58,463.70,479.84,478.86,394.73,"8,097.46"
21:00:00 - 21:59:59,250.21,232.41,123.44,419.36,306.04,70.31,18.81,196.23,420.19,594.69,297.93,277.92,210.94,84.30,318.91,16.99,181.94,271.53,"4,292.15"
22:00:00 - 22:59:59,175.77,147.93,73.96,284.73,296.74,39.00,10.99,109.27,339.18,359.39,294.59,302.24,123.45,10.00,229.77,0.00,176.10,213.58,"3,186.69"
23:00:00 - 23:59:59,120.61,55.30,31.47,159.45,184.26,19.00,37.99,70.44,217.42,293.87,228.08,233.09,115.61,6.00,157.49,1.33,112.97,182.91,"2,227.29"
Total,"11,905.93","13,101.61","10,248.06","18,900.98","10,999.78","9,417.29","11,429.44","14,029.64","17,801.39","18,414.36","20,971.39","7,749.99","9,882.70","13,407.86","13,019.55","13,638.73","11,953.08","17,567.53","244,439.31"
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Equipamento: EPTC-4968 - Av. Padre Cacique a 19m do nro 1804 - C/B,,,,,,,,,,,,,,,,,,,
,Descrição,,,,,,,,,,,,,,,,,,
PAC1AP,Faixa 1 esquerda,,,,,,,,,,,,,,,,,,
PAC1BP,Faixa 2 central,,,,,,,,,,,,,,,,,,
PAC1CP,Faixa 3 central,,,,,,,,,,,,,,,,,,
PAC1DP,Faixa 4 direita,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,Total
00:00:00 - 00:59:59,177.11,133.96,128.13,112.80,114.65,124.30,127.30,142.97,161.48,202.79,122.48,111.48,120.32,128.64,142.30,153.47,183.78,106.65,"2,494.61"
01:00:00 - 01:59:59,86.97,98.31,100.15,46.65,51.99,69.98,70.82,61.31,100.48,105.32,53.32,46.50,37.83,62.15,74.97,103.14,104.97,54.15,"1,329.01"
02:00:00 - 02:59:59,57.49,55.32,67.99,37.32,33.99,39.33,28.33,36.66,59.32,65.14,29.99,35.50,34.49,34.65,32.82,58.66,67.66,32.50,807.16
03:00:00 - 03:59:59,49.16,41.99,48.82,20.83,17.00,18.00,30.33,19.66,43.33,50.33,26.83,28.82,19.00,25.16,24.33,36.32,48.14,22.66,570.71
04:00:00 - 04:59:59,43.66,34.33,36.33,36.66,23.16,27.00,31.33,22.32,45.49,30.00,28.16,21.16,32.50,25.83,25.33,37.99,28.33,21.66,551.24
05:00:00 - 05:59:59,54.65,46.99,60.83,68.65,61.15,72.32,56.32,65.82,52.48,53.66,73.97,60.99,49.16,81.99,66.33,63.81,45.49,85.99,"1,120.60"
06:00:00 - 06:59:59,195.27,209.78,166.63,352.72,389.74,341.74,347.25,347.42,272.92,138.96,355.22,326.29,329.24,329.24,327.43,218.27,145.30,398.73,"5,192.15"
07:00:00 - 07:59:59,383.23,483.56,246.93,970.75,902.15,994.30,985.78,982.94,506.84,288.88,982.63,898.24,929.38,967.29,984.51,473.71,273.57,"1,008.91","13,263.60"
08:00:00 - 08:59:59,361.57,506.50,220.95,"1,140.94","1,184.25","1,198.60","1,235.26","1,171.24",658.05,280.61,"1,317.38","1,199.84","1,182.01","1,299.29","1,216.76",576.89,230.10,"1,281.27","16,261.51"
09:00:00 - 09:59:59,487.55,666.87,289.61,"1,299.54","1,146.83","1,209.80","1,253.02","1,244.80",754.21,467.91,"1,166.34","1,103.23","1,142.86","1,215.79","1,271.12",684.22,290.42,"1,257.29","16,951.41"
10:00:00 - 10:59:59,694.39,819.73,509.42,"1,219.43","1,251.14","1,289.96","1,348.10","1,361.08",986.98,921.03,"1,244.93","1,178.39","1,146.13","1,410.96","1,329.41",901.03,578.57,"1,284.62","19,475.30"
11:00:00 - 11:59:59,768.18,"1,058.62",763.17,"1,397.54","1,410.09","1,460.19","1,502.19","1,443.55","1,339.08","1,366.79","1,390.74","1,336.29","1,351.78","1,408.56","1,422.18","1,162.78",902.87,"1,397.88","22,882.48"
12:00:00 - 12:59:59,835.66,"1,121.24",770.83,"1,467.52","1,420.86","1,487.65","1,531.30","1,618.58","1,382.20","1,205.27","1,444.15","1,347.14","1,395.58","1,459.13","1,600.13","1,249.19",936.43,"1,537.46","23,810.32"
13:00:00 - 13:59:59,646.01,904.34,646.50,"1,441.48","1,444.88","1,483.84","1,542.63","1,566.04","1,265.25",795.34,"1,402.07","1,208.52","1,380.58","1,459.18","1,541.00","1,181.79",785.98,"1,430.83","22,126.26"
14:00:00 - 14:59:59,814.87,999.27,760.35,"1,602.48","1,545.83","1,635.38","1,672.59","1,698.59","1,331.40",773.31,"1,504.13","1,426.28","1,549.10","1,712.08","1,712.70","1,245.39",873.14,"1,581.47","24,438.36"
15:00:00 - 15:59:59,"1,032.16","1,274.42","1,172.13","1,691.42","1,807.42","1,863.76","1,856.25","1,961.89","1,597.83","1,107.97","1,743.65","1,626.61","1,757.40","1,878.88","1,933.56","1,420.58","1,380.22","1,789.90","28,896.05"
16:00:00 - 16:59:59,"1,294.57","1,542.58","1,612.86","2,153.56","1,995.46","2,171.72","2,273.72","2,357.36","1,869.80","1,646.44","2,096.49","1,869.24","2,089.00","2,208.32","2,303.08","1,756.99","1,765.12","2,179.02","35,185.33"
17:00:00 - 17:59:59,"1,432.95","1,386.44","1,681.74","2,609.57","2,688.93","2,812.82","2,881.67","2,890.68","1,827.70","1,740.01","2,610.65","2,417.05","2,664.41","2,889.65","2,886.76","1,692.35","1,820.39","2,771.73","41,705.50"
18:00:00 - 18:59:59,"1,113.25","1,147.63","1,311.32","2,439.15","2,464.79","2,544.54","2,684.67","2,616.42","1,403.08","1,588.41","2,518.74","2,512.86","2,693.95","2,704.22","2,606.43","1,332.91","1,421.62","2,694.45","37,798.44"
19:00:00 - 19:59:59,908.99,875.45,"1,024.35","1,373.39","1,389.58","1,467.83","1,527.87","1,596.68","1,155.29","1,173.81","1,308.94","1,357.80","1,446.08","1,580.21","1,656.71","1,046.10","1,076.82","1,472.74","23,438.64"
20:00:00 - 20:59:59,572.01,583.14,874.17,692.84,745.01,766.28,800.24,918.76,765.09,809.16,656.20,691.17,716.10,821.98,856.92,683.62,731.81,743.95,"13,428.45"
21:00:00 - 21:59:59,420.85,385.99,481.89,445.39,416.53,410.64,442.51,554.28,501.93,485.02,377.08,378.37,412.20,478.88,551.64,432.01,458.06,418.22,"8,051.49"
22:00:00 - 22:59:59,259.87,234.07,324.90,293.77,276.68,258.73,293.31,346.51,302.55,331.22,250.27,257.25,326.02,315.69,330.86,312.46,307.92,282.73,"5,304.81"
23:00:00 - 23:59:59,180.26,186.76,193.26,179.30,187.76,196.12,217.91,241.40,262.10,219.96,160.15,161.28,208.80,220.67,241.57,237.40,216.79,174.96,"3,686.45"
Total,"12,870.68","14,797.29","13,493.26","23,093.70","22,969.87","23,944.83","24,740.70","25,266.96","18,644.88","15,847.34","22,864.51","21,600.30","23,013.92","24,718.44","25,138.85","17,061.08","14,673.50","24,029.77","368,769.88"
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Equipamento: EPTC-4970 - Av. Protásio Alves DF 10564 - C/B,,,,,,,,,,,,,,,,,,,
,Descrição,,,,,,,,,,,,,,,,,,
PRO3AP,Faixa 1 esquerda,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,Total
00:00:00 - 00:59:59,177.51,140.21,160.19,81.58,124.74,113.59,114.88,141.53,203.99,216.00,102.88,124.41,117.54,146.40,132.34,183.00,205.04,104.25,"2,590.08"
01:00:00 - 01:59:59,103.29,93.80,107.44,48.82,66.81,50.30,54.79,76.79,111.92,136.43,68.63,58.98,46.30,73.98,45.14,117.61,133.95,47.15,"1,442.13"
02:00:00 - 02:59:59,74.46,44.64,57.63,27.32,26.48,36.81,43.48,36.15,68.30,86.48,35.99,36.15,26.15,36.99,29.47,52.97,79.97,28.99,828.43
03:00:00 - 03:59:59,46.48,37.48,50.64,25.99,28.66,26.48,27.99,14.32,35.32,41.98,25.49,28.97,21.66,21.33,39.32,44.81,50.97,27.33,595.22
04:00:00 - 04:59:59,32.97,27.98,34.00,23.16,24.82,19.66,24.32,18.82,40.15,37.49,26.83,24.82,21.66,25.15,23.97,25.32,48.33,17.82,497.27
05:00:00 - 05:59:59,67.31,65.32,50.15,59.81,5.66,59.46,72.45,71.63,69.80,55.99,72.29,58.98,56.48,57.63,61.97,53.64,40.66,69.79,"1,049.02"
06:00:00 - 06:59:59,139.42,155.10,105.28,209.56,48.82,180.76,203.42,228.89,168.10,122.60,201.43,211.09,209.29,220.57,194.43,166.57,119.63,218.23,"3,103.19"
07:00:00 - 07:59:59,375.15,386.34,275.51,585.77,575.46,557.44,559.09,570.63,402.81,312.83,568.94,536.86,516.51,575.96,549.11,413.16,293.66,589.60,"8,644.83"
08:00:00 - 08:59:59,385.67,389.22,236.58,582.42,560.82,606.80,609.09,584.14,439.47,315.92,565.78,521.76,541.05,574.83,585.03,486.85,239.76,606.01,"8,831.20"
09:00:00 - 09:59:59,450.87,478.21,228.73,508.69,552.03,526.34,553.34,634.95,590.12,543.23,556.46,484.24,512.53,590.70,557.11,555.54,306.43,567.80,"9,197.32"
10:00:00 - 10:59:59,514.48,583.98,390.03,582.62,627.45,619.76,606.49,668.42,712.92,850.18,554.93,576.72,578.39,570.17,626.79,651.82,460.54,573.46,"10,749.15"
11:00:00 - 11:59:59,554.97,690.45,471.70,703.66,634.79,663.38,688.72,746.39,841.02,835.99,638.83,578.87,661.64,650.08,642.26,748.45,595.36,724.72,"12,071.28"
12:00:00 - 12:59:59,548.95,755.52,454.02,653.45,669.01,729.51,768.66,784.80,843.34,738.66,647.66,587.01,627.25,635.00,618.13,830.91,524.99,682.14,"12,099.01"
13:00:00 - 13:59:59,523.60,659.07,387.51,613.69,689.67,699.49,755.64,726.00,799.17,568.52,624.05,560.99,558.80,642.07,694.21,784.49,462.30,608.38,"11,357.65"
14:00:00 - 14:59:59,517.07,617.07,401.45,799.13,748.98,794.15,819.25,894.58,825.44,485.46,785.16,696.28,746.29,758.54,825.61,768.62,408.42,730.50,"12,622.00"
15:00:00 - 15:59:59,614.70,711.80,467.42,863.54,942.79,935.04,950.19,986.02,923.73,639.91,877.04,815.41,847.50,832.85,941.96,848.42,507.29,892.24,"14,597.85"
16:00:00 - 16:59:59,623.88,724.99,547.60,"1,037.05","1,039.10","1,106.26",930.68,947.95,905.94,712.95,"1,046.40",958.01,"1,006.24","1,011.07",902.84,845.82,550.45,972.30,"15,869.53"
17:00:00 - 17:59:59,702.42,771.00,532.95,"1,142.00",984.41,"1,041.32",935.10,911.24,922.83,759.44,"1,118.71","1,026.34","1,133.92",963.88,833.72,855.87,550.98,"1,013.27","16,199.40"
18:00:00 - 18:59:59,662.95,758.45,568.85,975.92,945.90,875.23,935.86,845.56,896.16,874.09,976.56,866.04,966.11,938.19,881.26,852.78,672.10,857.84,"15,349.85"
19:00:00 - 19:59:59,673.19,705.04,592.42,821.75,929.93,711.21,882.24,821.03,895.46,792.89,862.65,779.55,932.64,893.74,984.13,789.77,671.60,882.94,"14,622.18"
20:00:00 - 20:59:59,442.57,502.90,426.33,553.66,517.74,600.66,592.47,769.51,659.57,538.10,472.82,476.45,527.03,595.70,701.09,583.19,461.45,559.01,"9,980.25"
21:00:00 - 21:59:59,312.78,365.95,257.89,332.81,323.80,339.90,376.56,476.87,449.93,411.35,345.16,316.65,353.42,354.40,456.54,398.23,288.17,343.14,"6,503.55"
22:00:00 - 22:59:59,251.31,252.78,226.35,212.98,243.39,241.76,263.57,356.49,339.41,294.85,216.02,190.53,252.98,253.42,303.67,289.42,227.63,244.32,"4,660.88"
23:00:00 - 23:59:59,216.77,225.45,157.38,181.50,182.43,204.48,222.43,254.04,265.10,230.54,190.51,172.34,200.00,188.45,267.58,289.56,173.32,188.53,"3,810.41"
Total,"9,012.77","10,142.75","7,188.05","11,626.88","11,493.69","11,739.79","11,990.71","12,566.75","12,410.00","10,601.88","11,581.22","10,687.45","11,461.38","11,611.10","11,897.68","11,636.82","8,073.00","11,549.76","197,271.68"
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Equipamento: EPTC-4971 - Av. Protásio Alves DF 20m do nro 10835 - B/C,,,,,,,,,,,,,,,,,,,
,Descrição,,,,,,,,,,,,,,,,,,
PRO3EP,Faixa 1 esquerda,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,Total
00:00:00 - 00:59:59,107.98,135.63,132.97,72.65,86.65,59.80,76.63,81.14,152.96,172.30,120.64,82.81,58.66,86.15,78.15,139.98,160.63,73.65,"1,879.38"
01:00:00 - 01:59:59,66.66,68.65,104.32,28.66,39.99,38.66,40.81,43.82,87.98,95.79,70.82,40.83,26.50,56.32,40.33,70.99,113.65,35.49,"1,070.27"
02:00:00 - 02:59:59,53.49,39.49,66.15,25.50,18.00,19.16,14.83,26.82,52.31,79.32,26.83,14.33,23.16,22.16,14.50,38.49,80.14,34.99,649.67
03:00:00 - 03:59:59,46.49,36.66,42.16,32.83,15.16,11.00,18.66,25.16,52.50,54.16,41.65,18.49,14.33,18.49,20.32,36.66,50.33,40.49,575.54
04:00:00 - 04:59:59,39.99,48.65,32.00,64.31,54.82,49.15,56.66,47.16,62.49,35.66,58.65,44.49,46.82,60.48,53.98,43.82,52.15,57.82,909.10
05:00:00 - 05:59:59,117.28,143.42,75.97,258.39,234.75,222.89,239.75,237.40,144.43,89.97,244.42,267.27,254.59,244.27,243.26,141.78,100.96,269.70,"3,530.50"
06:00:00 - 06:59:59,338.82,411.93,263.18,758.52,754.55,739.18,800.87,778.06,450.13,308.05,754.03,774.97,760.45,750.21,778.87,447.29,295.53,767.86,"10,932.50"
07:00:00 - 07:59:59,362.04,520.64,202.75,"1,051.05","1,016.58","1,015.61","1,006.68","1,042.85",564.25,221.09,"1,051.50",932.55,"1,008.93","1,066.03",966.10,605.97,222.76,"1,034.87","13,892.25"
08:00:00 - 08:59:59,410.90,614.13,221.94,961.44,919.08,"1,051.82","1,000.94","1,014.96",726.78,312.91,962.58,934.58,"1,033.96",999.44,"1,003.55",696.08,257.91,984.88,"14,107.88"
09:00:00 - 09:59:59,427.00,609.19,245.94,794.92,662.48,815.25,749.21,774.40,724.26,497.73,685.22,688.33,778.62,723.29,798.75,689.65,331.55,707.08,"11,702.87"
10:00:00 - 10:59:59,498.97,612.10,344.50,641.24,641.06,672.02,667.75,714.52,712.27,656.81,642.26,584.28,598.48,628.43,688.08,662.74,406.68,678.93,"11,051.12"
11:00:00 - 11:59:59,494.50,646.29,463.04,591.33,628.98,625.10,606.79,643.94,694.34,590.68,584.97,558.70,559.48,569.96,643.27,614.77,436.85,560.66,"10,513.65"
12:00:00 - 12:59:59,440.83,555.31,406.21,629.27,661.09,616.27,681.95,688.26,625.48,582.32,584.94,557.52,564.31,614.95,621.46,583.62,431.72,620.46,"10,465.97"
13:00:00 - 13:59:59,443.84,545.49,349.89,691.38,653.46,718.27,696.27,756.03,602.30,450.89,697.62,656.86,687.33,749.96,720.73,587.48,381.54,741.25,"11,130.59"
14:00:00 - 14:59:59,487.49,598.82,421.73,705.81,690.79,723.96,753.08,771.57,686.08,433.57,713.99,611.35,694.16,747.96,714.90,664.47,437.54,728.23,"11,585.50"
15:00:00 - 15:59:59,559.50,644.16,490.85,694.98,702.96,691.33,742.10,776.74,777.45,658.35,683.83,676.56,688.69,707.71,788.61,690.72,557.90,701.62,"12,234.06"
16:00:00 - 16:59:59,581.84,652.06,603.67,667.95,693.30,702.08,692.11,727.74,775.81,820.53,655.27,621.20,642.71,691.25,673.92,747.63,600.20,655.10,"12,204.37"
17:00:00 - 17:59:59,648.43,701.40,700.95,713.42,683.54,713.70,687.53,737.19,785.10,819.35,708.43,643.53,705.13,693.60,737.35,736.79,766.77,679.73,"12,861.94"
18:00:00 - 18:59:59,752.09,756.87,773.12,624.25,626.58,601.23,630.51,719.18,833.70,826.97,635.28,572.16,571.74,658.88,665.41,800.05,779.58,609.10,"12,436.70"
19:00:00 - 19:59:59,477.85,519.00,535.40,445.68,452.65,443.68,474.80,556.30,632.85,722.99,420.71,377.67,472.21,481.64,542.01,613.46,564.56,446.84,"9,180.30"
20:00:00 - 20:59:59,336.05,363.85,368.25,333.39,320.36,389.06,374.53,454.36,473.51,525.71,319.29,256.42,337.54,385.37,432.84,439.86,391.38,332.05,"6,833.82"
21:00:00 - 21:59:59,291.55,302.05,261.10,225.41,219.39,276.73,261.89,331.01,358.33,369.42,223.60,208.12,231.07,241.54,276.20,318.69,307.87,237.91,"4,941.88"
22:00:00 - 22:59:59,207.41,256.38,190.60,160.57,185.59,181.26,210.05,262.03,284.56,271.92,185.78,166.43,192.75,213.23,218.37,243.57,214.25,179.43,"3,824.18"
23:00:00 - 23:59:59,186.62,170.12,126.14,113.62,126.46,128.64,126.28,189.75,206.28,187.12,117.63,114.65,125.46,117.12,172.60,217.10,132.13,120.13,"2,677.85"
Total,"8,377.62","9,952.29","7,422.83","11,286.57","11,088.27","11,505.85","11,610.68","12,400.39","11,466.15","9,783.61","11,189.94","10,404.10","11,077.08","11,528.44","11,893.56","10,831.66","8,074.58","11,298.27","191,191.89"
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Equipamento: EPTC-4974 - Av. Sen.Tarso Dutra a 32m da rua Rubens Hofmeister - N/S,,,,,,,,,,,,,,,,,,,
,Descrição,,,,,,,,,,,,,,,,,,
TAR1AP,Faixa 1 esquerda,,,,,,,,,,,,,,,,,,
TAR1BP,Faixa 2 central,,,,,,,,,,,,,,,,,,
TAR1CP,Faixa 3 direita,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,Total
00:00:00 - 00:59:59,168.70,144.57,172.08,96.26,107.11,118.12,120.62,154.92,178.18,241.38,127.43,109.27,138.93,119.60,123.59,198.91,205.06,120.93,"2,645.66"
01:00:00 - 01:59:59,108.77,89.30,96.63,48.45,63.99,93.46,88.80,83.95,100.80,127.29,69.14,78.80,71.31,74.63,95.15,105.76,120.79,75.95,"1,592.97"
02:00:00 - 02:59:59,62.97,79.82,75.64,38.99,33.15,38.49,39.32,40.65,69.82,85.49,43.82,44.65,40.99,34.48,56.32,77.48,87.81,53.32,"1,003.21"
03:00:00 - 03:59:59,52.14,59.99,66.47,26.99,38.82,28.32,36.98,30.31,45.31,54.15,30.82,32.82,28.82,35.66,44.97,53.48,59.98,30.65,756.68
04:00:00 - 04:59:59,40.16,42.31,46.98,31.32,40.66,41.98,53.14,54.99,48.31,57.82,38.15,43.99,45.47,51.49,40.65,68.66,68.32,34.97,849.37
05:00:00 - 05:59:59,80.30,66.47,54.80,92.63,87.97,112.28,113.96,118.63,83.79,49.82,101.80,100.97,93.98,126.63,101.30,94.81,62.48,103.30,"1,645.92"
06:00:00 - 06:59:59,227.36,297.86,181.70,554.61,495.00,545.47,554.27,541.84,337.20,199.21,560.10,545.70,515.84,550.13,551.14,319.20,194.07,554.30,"7,725.00"
07:00:00 - 07:59:59,425.62,466.82,265.18,"1,178.14","1,162.69","1,097.69","1,133.94","1,145.15",540.26,323.49,"1,208.76","1,088.62","1,152.43","1,134.99","1,164.31",567.95,306.37,"1,253.17","15,615.58"
08:00:00 - 08:59:59,459.70,594.07,251.92,"1,342.66","1,348.08","1,308.33","1,323.88","1,456.35",715.17,407.22,"1,390.47","1,282.32","1,344.90","1,422.49","1,437.51",676.14,300.25,"1,420.14","18,481.60"
09:00:00 - 09:59:59,546.06,670.01,336.59,"1,314.31","1,300.88","1,306.31","1,274.90","1,351.50",825.32,583.18,"1,201.01","1,248.46","1,349.12","1,322.38","1,382.72",829.82,379.76,"1,342.48","18,564.81"
10:00:00 - 10:59:59,654.82,810.95,453.91,"1,263.15","1,262.85","1,298.10","1,353.49","1,354.58","1,083.01",986.31,"1,228.62","1,179.42","1,260.80","1,290.41","1,341.45","1,005.57",591.73,"1,298.40","19,717.57"
11:00:00 - 11:59:59,704.12,"1,008.22",631.17,"1,280.34","1,395.21","1,379.77","1,392.67","1,401.63","1,248.54","1,419.04","1,325.07","1,257.69","1,354.77","1,335.37","1,405.61","1,231.49",733.96,"1,370.50","21,875.17"
12:00:00 - 12:59:59,708.55,982.27,582.16,"1,310.85","1,364.88","1,339.31","1,359.76","1,467.68","1,296.94","1,100.55","1,319.82","1,296.79","1,281.08","1,435.28","1,491.49","1,242.53",760.72,"1,275.94","21,616.60"
13:00:00 - 13:59:59,602.63,818.13,535.61,"1,312.82","1,399.65","1,371.41","1,392.70","1,518.63","1,160.05",671.74,"1,361.98","1,268.44","1,353.61","1,351.18","1,418.35","1,104.18",578.40,"1,383.68","20,603.19"
14:00:00 - 14:59:59,664.98,964.49,531.43,"1,434.43","1,527.42","1,555.61","1,559.01","1,683.51","1,210.91",608.11,"1,406.93","1,417.46","1,499.05","1,525.11","1,691.73","1,159.08",648.04,"1,473.73","22,561.03"
15:00:00 - 15:59:59,837.02,"1,077.48",817.58,"1,535.23","1,691.58","1,628.94","1,673.95","1,777.56","1,370.57",923.89,"1,493.15","1,506.27","1,600.69","1,700.21","1,814.30","1,273.61",923.57,"1,625.65","25,271.25"
